,Site,Plot,Yr,species,cover,alpha
524,4,8,1,Crataegus monogyna,50.0,24.0
525,4,8,1,Fraxinus excelsior (c),50.0,24.0
526,4,8,1,Lonicera periclymenum,50.0,24.0
527,4,8,1,Rubus fruticosus agg.,50.0,24.0
528,4,8,1,Rubus idaeus,50.0,24.0
529,4,8,1,Ulmus procera,50.0,24.0
530,4,8,2,Acer campestre,50.0,13.0
531,4,8,2,Crataegus monogyna,50.0,13.0
532,4,8,2,Fraxinus excelsior (c),50.0,13.0
533,4,8,2,Lonicera periclymenum,10.0,13.0
534,4,8,2,Rubus fruticosus agg.,10.0,13.0
535,4,9,1,Rosa seedling/sp,50.0,23.0
536,4,9,1,Rubus fruticosus agg.,100.0,23.0
537,4,9,1,Rubus idaeus,50.0,23.0
538,4,9,2,Fraxinus excelsior (c),50.0,9.0
539,4,10,1,Acer campestre,50.0,27.0
540,4,10,1,Cornus sanguinea,100.0,27.0
541,4,10,1,Corylus avellana,50.0,27.0
542,4,10,1,Crataegus monogyna,50.0,27.0
543,4,10,1,Fraxinus excelsior (c),50.0,27.0
544,4,10,1,Ilex aquifolium,50.0,27.0
545,4,10,1,Lonicera periclymenum,100.0,27.0
546,4,10,1,Rosa seedling/sp,100.0,27.0
547,4,10,1,Rubus fruticosus agg.,100.0,27.0
548,4,10,1,Sorbus aucuparia,50.0,27.0
549,4,10,2,Lonicera periclymenum,5.0,13.0
550,4,10,2,Rubus fruticosus agg.,50.0,13.0
551,4,11,1,Crataegus monogyna,50.0,40.0
552,4,11,1,Fraxinus excelsior (c),50.0,40.0
553,4,11,1,Lonicera periclymenum,100.0,40.0
554,4,11,1,Rubus fruticosus agg.,100.0,40.0
555,4,11,1,Rubus idaeus,50.0,40.0
556,4,11,1,Ulmus procera,50.0,40.0
557,4,11,2,Fraxinus excelsior (c),50.0,14.0
558,4,12,1,Crataegus monogyna,50.0,24.0
559,4,12,1,Fraxinus excelsior (c),50.0,24.0
560,4,12,1,Ilex aquifolium,50.0,24.0
561,4,12,1,Lonicera periclymenum,50.0,24.0
562,4,12,1,Rosa seedling/sp,50.0,24.0
563,4,12,1,Rubus fruticosus agg.,15.0,24.0
564,4,12,1,Rubus idaeus,50.0,24.0
565,4,12,1,Sorbus aucuparia,50.0,24.0
566,4,12,1,Viburnum opulus,50.0,24.0
567,4,13,1,Crataegus monogyna,50.0,18.0
568,4,13,1,Fraxinus excelsior (c),50.0,18.0
569,4,13,1,Rosa seedling/sp,50.0,18.0
570,4,13,1,Rubus fruticosus agg.,15.0,18.0
571,4,13,1,Viburnum opulus,50.0,18.0
572,4,13,2,Betula seedling/sp,50.0,9.0
573,4,13,2,Castanea sativa,50.0,9.0
574,4,13,2,Lonicera periclymenum,5.0,9.0
575,4,13,2,Rubus fruticosus agg.,10.0,9.0
576,4,14,1,Castanea sativa,100.0,28.0
577,4,14,1,Corylus avellana,50.0,28.0
578,4,14,1,Crataegus monogyna,50.0,28.0
579,4,14,1,Fraxinus excelsior (c),50.0,28.0
580,4,14,1,Ilex aquifolium,50.0,28.0
581,4,14,1,Lonicera periclymenum,5.0,28.0
582,4,14,1,Rubus fruticosus agg.,5.0,28.0
583,4,14,1,Sorbus aucuparia,50.0,28.0
584,4,14,2,Fraxinus excelsior (c),5.0,8.0
585,4,14,2,Rubus fruticosus agg.,5.0,8.0
586,4,15,1,Betula seedling/sp,50.0,22.0
587,4,15,1,Castanea sativa,100.0,22.0
588,4,15,1,Crataegus monogyna,50.0,22.0
589,4,15,1,Fraxinus excelsior (c),50.0,22.0
590,4,15,1,Ilex aquifolium,50.0,22.0
591,4,15,1,Lonicera periclymenum,5.0,22.0
592,4,15,1,Rubus fruticosus agg.,10.0,22.0
593,4,15,1,Rubus idaeus,100.0,22.0
594,4,15,1,Sorbus aucuparia,100.0,22.0
595,4,15,1,Vaccinium myrtillus,50.0,22.0
596,4,15,2,Fraxinus excelsior (c),50.0,10.0
597,4,16,1,Castanea sativa,100.0,17.0
598,4,16,1,Corylus avellana,50.0,17.0
599,4,16,1,Crataegus monogyna,50.0,17.0
600,4,16,1,Fraxinus excelsior (c),50.0,17.0
601,4,16,1,Ilex aquifolium,50.0,17.0
602,4,16,1,Lonicera periclymenum,100.0,17.0
603,4,16,1,Rubus fruticosus agg.,15.0,17.0
604,4,16,1,Sorbus aucuparia,100.0,17.0
605,4,16,2,Castanea sativa,50.0,7.0
606,4,16,2,Fraxinus excelsior (c),50.0,7.0
607,4,16,2,Rubus fruticosus agg.,10.0,7.0
608,5,1,1,Crataegus monogyna,50.0,22.0
609,5,1,1,Lonicera periclymenum,50.0,22.0
610,5,1,1,Rubus fruticosus agg.,100.0,22.0
611,5,1,2,Fraxinus excelsior (c),50.0,6.0
612,5,2,1,Clematis vitalba,50.0,26.0
613,5,2,1,Crataegus monogyna,50.0,26.0
614,5,2,1,Lonicera periclymenum,50.0,26.0
615,5,2,1,Rubus fruticosus agg.,100.0,26.0
616,5,2,2,Betula pubescens,50.0,51.0
617,5,2,2,Corylus avellana,50.0,51.0
618,5,2,2,Fraxinus excelsior (c),50.0,51.0
619,5,2,2,Hedera helix,50.0,51.0
620,5,2,2,Lonicera periclymenum,50.0,51.0
621,5,2,2,Quercus seedling/sp,50.0,51.0
622,5,2,2,Rosa seedling/sp,50.0,51.0
623,5,2,2,Rubus fruticosus agg.,100.0,51.0
624,5,2,2,Viburnum opulus,50.0,51.0
625,5,3,1,Lonicera periclymenum,50.0,15.0
626,5,3,1,Rubus fruticosus agg.,100.0,15.0
627,5,3,2,Fraxinus excelsior (c),50.0,10.0
628,5,3,2,Ilex aquifolium,50.0,10.0
629,5,3,2,Lonicera periclymenum,50.0,10.0
630,5,3,2,Rosa seedling/sp,50.0,10.0
631,5,3,2,Rubus fruticosus agg.,20.0,10.0
632,5,4,1,Crataegus monogyna,50.0,7.0
633,5,4,1,Lonicera periclymenum,50.0,7.0
634,5,4,1,Rubus fruticosus agg.,10.0,7.0
635,5,4,1,Rubus idaeus,50.0,7.0
636,5,4,2,Lonicera periclymenum,100.0,3.0
637,5,4,2,Rubus fruticosus agg.,45.0,3.0
638,5,5,1,Crataegus monogyna,50.0,21.0
639,5,5,1,Fraxinus excelsior (c),50.0,21.0
640,5,5,1,Lonicera periclymenum,100.0,21.0
641,5,5,1,Rubus fruticosus agg.,40.0,21.0
642,5,5,2,Lonicera periclymenum,50.0,13.0
643,5,5,2,Rubus fruticosus agg.,30.0,13.0
644,5,6,1,Lonicera periclymenum,100.0,22.0
645,5,6,1,Rubus fruticosus agg.,30.0,22.0
646,5,6,1,Rubus idaeus,100.0,22.0
647,5,6,2,Betula pubescens,50.0,47.0
648,5,6,2,Betula seedling/sp,50.0,47.0
649,5,6,2,Lonicera periclymenum,100.0,47.0
650,5,6,2,Quercus seedling/sp,50.0,47.0
651,5,6,2,Rubus fruticosus agg.,5.0,47.0
652,5,6,2,Rubus idaeus,50.0,47.0
653,5,7,1,Crataegus monogyna,50.0,16.0
654,5,7,1,Fraxinus excelsior (c),50.0,16.0
655,5,7,1,Rubus fruticosus agg.,100.0,16.0
656,5,7,2,Fraxinus excelsior (c),5.0,34.0
657,5,7,2,Rubus fruticosus agg.,5.0,34.0
658,5,8,1,Fraxinus excelsior (c),50.0,12.0
659,5,8,1,Rubus fruticosus agg.,75.0,12.0
660,5,8,2,Abies sp.,50.0,11.0
661,5,8,2,Crataegus monogyna,50.0,11.0
662,5,8,2,Fraxinus excelsior (c),100.0,11.0
663,5,8,2,Rubus fruticosus agg.,50.0,11.0
664,5,9,1,Fraxinus excelsior (c),50.0,16.0
665,5,9,1,Rubus fruticosus agg.,50.0,16.0
666,5,9,2,Fraxinus excelsior (c),50.0,13.0
667,5,10,1,Crataegus monogyna,50.0,13.0
668,5,10,1,Fraxinus excelsior (c),50.0,13.0
669,5,10,1,Lonicera periclymenum,50.0,13.0
670,5,10,1,Ribes nigrum,50.0,13.0
671,5,10,1,Ribes rubrum,50.0,13.0
672,5,10,1,Rubus fruticosus agg.,50.0,13.0
673,5,10,2,Quercus seedling/sp,50.0,12.0
674,5,11,1,Fraxinus excelsior (c),50.0,19.0
675,5,11,1,Quercus seedling/sp,50.0,19.0
676,5,11,1,Rubus fruticosus agg.,50.0,19.0
677,5,12,1,Fraxinus excelsior (c),50.0,29.0
678,5,12,1,Rubus fruticosus agg.,100.0,29.0
679,5,12,1,Rubus idaeus,50.0,29.0
680,5,13,1,Crataegus monogyna,50.0,33.0
681,5,13,1,Fraxinus excelsior (c),50.0,33.0
682,5,13,1,Lonicera periclymenum,50.0,33.0
683,5,13,1,Rubus fruticosus agg.,50.0,33.0
684,5,13,1,Solanum dulcamara,50.0,33.0
685,5,13,2,Fraxinus excelsior (c),50.0,29.0
686,5,14,1,Crataegus monogyna,50.0,17.0
687,5,14,1,Fraxinus excelsior (c),100.0,17.0
688,5,14,1,Hedera helix,50.0,17.0
689,5,14,1,Ribes nigrum,50.0,17.0
690,5,14,1,Ribes rubrum,50.0,17.0
691,5,14,1,Rubus fruticosus agg.,50.0,17.0
692,5,15,1,Cornus sanguinea,100.0,17.0
693,5,15,1,Crataegus monogyna,50.0,17.0
694,5,15,1,Fraxinus excelsior (c),50.0,17.0
695,5,15,1,Hedera helix,100.0,17.0
696,5,15,1,Rubus fruticosus agg.,100.0,17.0
697,5,15,2,Abies sp.,50.0,25.0
698,5,15,2,Corylus avellana,50.0,25.0
699,5,15,2,Fraxinus excelsior (c),50.0,25.0
700,5,15,2,Lonicera periclymenum,10.0,25.0
701,5,15,2,Rubus fruticosus agg.,50.0,25.0
702,5,16,1,Betula seedling/sp,50.0,36.0
703,5,16,1,Crataegus monogyna,50.0,36.0
704,5,16,1,Lonicera periclymenum,50.0,36.0
705,5,16,1,Rubus fruticosus agg.,100.0,36.0
706,5,16,2,Crataegus monogyna,50.0,16.0
707,5,16,2,Fraxinus excelsior (c),50.0,16.0
708,5,16,2,Hedera helix,50.0,16.0
709,5,16,2,Ilex aquifolium,50.0,16.0
710,5,16,2,Lonicera periclymenum,50.0,16.0
711,5,16,2,Rubus fruticosus agg.,25.0,16.0
712,6,1,1,Acer pseudoplatanus,50.0,18.0
713,6,1,1,Hedera helix,5.0,18.0
714,6,1,1,Ilex aquifolium,50.0,18.0
715,6,1,1,Lonicera periclymenum,100.0,18.0
716,6,1,1,Rubus fruticosus agg.,60.0,18.0
717,6,1,1,Rubus idaeus,50.0,18.0
718,6,1,2,Fraxinus excelsior (c),50.0,13.0
719,6,1,2,Hedera helix,50.0,13.0
720,6,1,2,Ilex aquifolium,100.0,13.0
721,6,1,2,Lonicera periclymenum,50.0,13.0
722,6,1,2,Rubus fruticosus agg.,50.0,13.0
723,6,2,1,Acer campestre,50.0,18.0
724,6,2,1,Acer pseudoplatanus,50.0,18.0
725,6,2,1,Corylus avellana,50.0,18.0
726,6,2,1,Fraxinus excelsior (c),100.0,18.0
727,6,2,1,Hedera helix,10.0,18.0
728,6,2,1,Ilex aquifolium,50.0,18.0
729,6,2,1,Lonicera periclymenum,100.0,18.0
730,6,2,1,Prunus laurocerasus,50.0,18.0
731,6,2,1,Quercus seedling/sp,50.0,18.0
732,6,2,1,Rubus fruticosus agg.,5.0,18.0
733,6,2,1,Ulmus glabra,50.0,18.0
734,6,2,2,Acer pseudoplatanus,50.0,20.0
735,6,2,2,Fraxinus excelsior (c),5.0,20.0
736,6,2,2,Hedera helix,50.0,20.0
737,6,2,2,Ribes rubrum,50.0,20.0
738,6,2,2,Rubus fruticosus agg.,5.0,20.0
739,6,3,1,Acer campestre,50.0,11.0
740,6,3,1,Fraxinus excelsior (c),100.0,11.0
741,6,3,1,Hedera helix,5.0,11.0
742,6,3,1,Ilex aquifolium,50.0,11.0
743,6,3,1,Ligustrum vulgare,100.0,11.0
744,6,3,1,Lonicera periclymenum,100.0,11.0
745,6,3,1,Quercus seedling/sp,50.0,11.0
746,6,3,1,Rubus fruticosus agg.,5.0,11.0
747,6,3,1,Viburnum opulus,50.0,11.0
748,6,3,2,Acer pseudoplatanus,50.0,23.0
749,6,3,2,Fraxinus excelsior (c),5.0,23.0
750,6,3,2,Hedera helix,5.0,23.0
751,6,3,2,Ilex aquifolium,50.0,23.0
752,6,3,2,Lonicera periclymenum,50.0,23.0
753,6,3,2,Rubus fruticosus agg.,5.0,23.0
754,6,4,1,Fraxinus excelsior (c),100.0,10.0
755,6,4,1,Hedera helix,20.0,10.0
756,6,4,1,Ilex aquifolium,50.0,10.0
757,6,4,1,Ligustrum vulgare,100.0,10.0
758,6,4,1,Lonicera periclymenum,100.0,10.0
759,6,4,1,Rosa seedling/sp,50.0,10.0
760,6,4,1,Rubus fruticosus agg.,5.0,10.0
761,6,4,1,Viburnum opulus,50.0,10.0
762,6,4,2,Acer campestre,50.0,13.0
763,6,4,2,Crataegus monogyna,50.0,13.0
764,6,4,2,Fagus sylvatica,50.0,13.0
765,6,4,2,Fraxinus excelsior (c),5.0,13.0
766,6,4,2,Hedera helix,50.0,13.0
767,6,4,2,Ilex aquifolium,100.0,13.0
768,6,4,2,Ligustrum vulgare,50.0,13.0
769,6,4,2,Lonicera periclymenum,20.0,13.0
770,6,4,2,Ribes rubrum,50.0,13.0
771,6,4,2,Rubus fruticosus agg.,50.0,13.0
772,6,5,1,Crataegus monogyna,50.0,8.0
773,6,5,1,Fraxinus excelsior (c),100.0,8.0
774,6,5,1,Hedera helix,10.0,8.0
775,6,5,1,Ilex aquifolium,50.0,8.0
776,6,5,1,Ligustrum vulgare,100.0,8.0
777,6,5,1,Lonicera periclymenum,100.0,8.0
778,6,5,1,Quercus seedling/sp,50.0,8.0
779,6,5,1,Rosa seedling/sp,50.0,8.0
780,6,5,1,Rubus fruticosus agg.,10.0,8.0
781,6,5,1,Viburnum opulus,50.0,8.0
782,6,5,2,Corylus avellana,50.0,17.0
783,6,5,2,Fraxinus excelsior (c),15.0,17.0
784,6,5,2,Ilex aquifolium,100.0,17.0
785,6,5,2,Lonicera periclymenum,50.0,17.0
786,6,5,2,Rubus fruticosus agg.,50.0,17.0
787,6,6,1,Acer pseudoplatanus,50.0,10.0
788,6,6,1,Fraxinus excelsior (c),50.0,10.0
789,6,6,1,Hedera helix,5.0,10.0
790,6,6,1,Lonicera periclymenum,50.0,10.0
791,6,6,1,Rubus fruticosus agg.,90.0,10.0
792,6,6,2,Crataegus monogyna,50.0,11.0
793,6,6,2,Fraxinus excelsior (c),50.0,11.0
794,6,6,2,Hedera helix,10.0,11.0
795,6,6,2,Ilex aquifolium,50.0,11.0
796,6,6,2,Rubus fruticosus agg.,50.0,11.0
797,6,6,2,Sorbus aucuparia,50.0,11.0
798,6,6,2,Ulmus glabra,50.0,11.0
799,6,7,1,Acer pseudoplatanus,50.0,13.0
800,6,7,1,Corylus avellana,50.0,13.0
801,6,7,1,Fraxinus excelsior (c),50.0,13.0
802,6,7,1,Hedera helix,5.0,13.0
803,6,7,1,Ilex aquifolium,50.0,13.0
804,6,7,1,Quercus seedling/sp,50.0,13.0
805,6,7,1,Rubus fruticosus agg.,20.0,13.0
806,6,7,1,Sorbus aucuparia,50.0,13.0
807,6,7,2,Acer pseudoplatanus,100.0,13.0
808,6,7,2,Crataegus monogyna,50.0,13.0
809,6,7,2,Fraxinus excelsior (c),50.0,13.0
810,6,7,2,Hedera helix,50.0,13.0
811,6,7,2,Ilex aquifolium,100.0,13.0
812,6,7,2,Rubus fruticosus agg.,50.0,13.0
813,6,7,2,Sorbus aucuparia,50.0,13.0
814,6,8,1,Crataegus monogyna,50.0,23.0
815,6,8,1,Fraxinus excelsior (c),50.0,23.0
816,6,8,1,Hedera helix,35.0,23.0
817,6,8,1,Ligustrum vulgare,50.0,23.0
818,6,8,1,Lonicera periclymenum,100.0,23.0
819,6,8,1,Rubus fruticosus agg.,65.0,23.0
820,6,8,2,Crataegus monogyna,50.0,11.0
821,6,8,2,Fraxinus excelsior (c),100.0,11.0
822,6,8,2,Hedera helix,50.0,11.0
823,6,8,2,Ilex aquifolium,5.0,11.0
824,6,8,2,Lonicera periclymenum,100.0,11.0
825,6,8,2,Rosa canina agg.,50.0,11.0
826,6,8,2,Rubus fruticosus agg.,5.0,11.0
827,6,9,1,Fraxinus excelsior (c),50.0,11.0
828,6,9,1,Hedera helix,45.0,11.0
829,6,9,1,Ilex aquifolium,50.0,11.0
830,6,9,1,Ligustrum vulgare,50.0,11.0
831,6,9,1,Lonicera periclymenum,100.0,11.0
832,6,9,1,Quercus seedling/sp,100.0,11.0
833,6,9,1,Rosa seedling/sp,50.0,11.0
834,6,9,1,Rubus fruticosus agg.,50.0,11.0
835,6,9,2,Crataegus monogyna,50.0,20.0
836,6,9,2,Fraxinus excelsior (c),50.0,20.0
837,6,9,2,Hypericum androsaemum,50.0,20.0
838,6,9,2,Ilex aquifolium,100.0,20.0
839,6,9,2,Ligustrum vulgare,50.0,20.0
840,6,9,2,Lonicera periclymenum,50.0,20.0
841,6,9,2,Rubus fruticosus agg.,50.0,20.0
842,6,9,2,Ulmus glabra,50.0,20.0
843,6,10,1,Crataegus monogyna,50.0,5.0
844,6,10,1,Fraxinus excelsior (c),50.0,5.0
845,6,10,1,Hedera helix,15.0,5.0
846,6,10,1,Ilex aquifolium,50.0,5.0
847,6,10,1,Ligustrum vulgare,50.0,5.0
848,6,10,1,Lonicera periclymenum,100.0,5.0
849,6,10,1,Rosa seedling/sp,50.0,5.0
850,6,10,1,Rubus fruticosus agg.,75.0,5.0
851,6,10,2,Betula seedling/sp,50.0,16.0
852,6,10,2,Crataegus monogyna,50.0,16.0
853,6,10,2,Hedera helix,50.0,16.0
854,6,10,2,Ligustrum vulgare,50.0,16.0
855,6,10,2,Lonicera periclymenum,100.0,16.0
856,6,10,2,Quercus seedling/sp,50.0,16.0
857,6,10,2,Rubus fruticosus agg.,50.0,16.0
858,6,10,2,Viburnum opulus,50.0,16.0
859,6,11,1,Fraxinus excelsior (c),50.0,6.0
860,6,11,1,Hedera helix,35.0,6.0
861,6,11,1,Lonicera periclymenum,50.0,6.0
862,6,11,1,Rubus fruticosus agg.,70.0,6.0
863,6,11,1,Viburnum opulus,50.0,6.0
864,6,11,2,Betula seedling/sp,50.0,38.0
865,6,11,2,Quercus seedling/sp,50.0,38.0
866,6,11,2,Rosa arvensis,10.0,38.0
867,6,11,2,Rubus fruticosus agg.,5.0,38.0
868,6,11,2,Salix caprea,50.0,38.0
869,6,12,1,Crataegus monogyna,50.0,7.0
870,6,12,1,Fraxinus excelsior (c),50.0,7.0
871,6,12,1,Hedera helix,30.0,7.0
872,6,12,1,Ilex aquifolium,50.0,7.0
873,6,12,1,Lonicera periclymenum,100.0,7.0
874,6,12,1,Quercus seedling/sp,50.0,7.0
875,6,12,1,Rubus fruticosus agg.,65.0,7.0
876,6,12,1,Viburnum opulus,50.0,7.0
877,6,12,2,Betula seedling/sp,50.0,15.0
878,6,12,2,Fraxinus excelsior (c),50.0,15.0
879,6,12,2,Hedera helix,50.0,15.0
880,6,12,2,Lonicera periclymenum,100.0,15.0
881,6,12,2,Quercus seedling/sp,50.0,15.0
882,6,12,2,Rosa arvensis,50.0,15.0
883,6,12,2,Rubus fruticosus agg.,25.0,15.0
884,6,13,1,Crataegus monogyna,50.0,7.0
885,6,13,1,Fraxinus excelsior (c),50.0,7.0
886,6,13,1,Hedera helix,30.0,7.0
887,6,13,1,Lonicera periclymenum,100.0,7.0
888,6,13,1,Quercus seedling/sp,50.0,7.0
889,6,13,1,Rosa seedling/sp,50.0,7.0
890,6,13,1,Rubus fruticosus agg.,60.0,7.0
891,6,13,1,Viburnum opulus,50.0,7.0
892,6,13,2,Hedera helix,50.0,11.0
893,6,13,2,Ilex aquifolium,50.0,11.0
894,6,13,2,Lonicera periclymenum,50.0,11.0
895,6,13,2,Prunus spinosa,50.0,11.0
896,6,13,2,Quercus seedling/sp,50.0,11.0
897,6,13,2,Rubus fruticosus agg.,100.0,11.0
898,6,13,2,Viburnum opulus,50.0,11.0
899,6,14,1,Fraxinus excelsior (c),50.0,9.0
900,6,14,1,Hedera helix,40.0,9.0
901,6,14,1,Lonicera periclymenum,10.0,9.0
902,6,14,1,Rosa seedling/sp,50.0,9.0
903,6,14,1,Rubus fruticosus agg.,10.0,9.0
904,6,14,2,Fraxinus excelsior (c),50.0,16.0
905,6,14,2,Hedera helix,50.0,16.0
906,6,14,2,Lonicera periclymenum,50.0,16.0
907,6,14,2,Quercus seedling/sp,50.0,16.0
908,6,14,2,Rosa arvensis,50.0,16.0
909,6,14,2,Rubus fruticosus agg.,10.0,16.0
910,6,14,2,Viburnum opulus,100.0,16.0
911,6,15,1,Corylus avellana,50.0,26.0
912,6,15,1,Hedera helix,35.0,26.0
913,6,15,1,Lonicera periclymenum,5.0,26.0
914,6,15,1,Quercus seedling/sp,50.0,26.0
915,6,15,1,Rosa seedling/sp,50.0,26.0
916,6,15,1,Rubus fruticosus agg.,10.0,26.0
917,6,15,1,Viburnum opulus,50.0,26.0
918,6,15,2,Crataegus monogyna,50.0,24.0
919,6,15,2,Fraxinus excelsior (c),100.0,24.0
920,6,15,2,Hedera helix,50.0,24.0
921,6,15,2,Ilex aquifolium,50.0,24.0
922,6,15,2,Lonicera periclymenum,100.0,24.0
923,6,15,2,Rosa arvensis,5.0,24.0
924,6,15,2,Rubus fruticosus agg.,20.0,24.0
925,6,15,2,Sorbus aucuparia,50.0,24.0
926,6,15,2,Ulmus glabra,50.0,24.0
927,6,16,1,Fraxinus excelsior (c),50.0,16.0
928,6,16,1,Hedera helix,30.0,16.0
929,6,16,1,Ilex aquifolium,50.0,16.0
930,6,16,1,Lonicera periclymenum,100.0,16.0
931,6,16,1,Quercus seedling/sp,50.0,16.0
932,6,16,1,Rubus fruticosus agg.,25.0,16.0
933,6,16,1,Viburnum opulus,50.0,16.0
934,6,16,2,Crataegus monogyna,50.0,23.0
935,6,16,2,Fraxinus excelsior (c),50.0,23.0
936,6,16,2,Hedera helix,50.0,23.0
937,6,16,2,Ilex aquifolium,50.0,23.0
938,6,16,2,Lonicera periclymenum,10.0,23.0
939,6,16,2,Quercus seedling/sp,50.0,23.0
940,6,16,2,Rosa canina agg.,50.0,23.0
941,6,16,2,Rubus fruticosus agg.,60.0,23.0
942,6,16,2,Ulmus glabra,50.0,23.0
943,6,16,2,Viburnum opulus,50.0,23.0
944,7,1,1,Acer campestre,50.0,19.0
945,7,1,1,Clematis vitalba,50.0,19.0
946,7,1,1,Fraxinus excelsior (c),50.0,19.0
947,7,1,1,Hedera helix,50.0,19.0
948,7,1,1,Rubus fruticosus agg.,100.0,19.0
949,7,1,2,Fraxinus excelsior (c),50.0,10.0
950,7,1,2,Hedera helix,50.0,10.0
951,7,1,2,Ilex aquifolium,50.0,10.0
952,7,1,2,Lonicera periclymenum,100.0,10.0
953,7,1,2,Rubus fruticosus agg.,50.0,10.0
954,7,2,1,Clematis vitalba,100.0,17.0
955,7,2,1,Corylus avellana,50.0,17.0
956,7,2,1,Fraxinus excelsior (c),50.0,17.0
957,7,2,1,Rubus fruticosus agg.,100.0,17.0
958,7,2,2,Fraxinus excelsior (c),50.0,15.0
959,7,2,2,Hedera helix,50.0,15.0
960,7,2,2,Rubus fruticosus agg.,50.0,15.0
961,7,3,1,Acer campestre,50.0,19.0
962,7,3,1,Clematis vitalba,5.0,19.0
963,7,3,1,Crataegus monogyna,50.0,19.0
964,7,3,1,Rosa seedling/sp,10.0,19.0
965,7,3,1,Rubus fruticosus agg.,25.0,19.0
966,7,3,2,Fraxinus excelsior (c),50.0,10.0
967,7,3,2,Lonicera periclymenum,50.0,10.0
968,7,3,2,Rubus fruticosus agg.,50.0,10.0
969,7,4,1,Clematis vitalba,50.0,12.0
970,7,4,1,Fraxinus excelsior (c),50.0,12.0
971,7,4,1,Hedera helix,50.0,12.0
972,7,4,1,Lonicera periclymenum,50.0,12.0
973,7,4,1,Rubus fruticosus agg.,100.0,12.0
974,7,4,1,Sambucus nigra,50.0,12.0
975,7,4,2,Crataegus monogyna,50.0,11.0
976,7,4,2,Fraxinus excelsior (c),5.0,11.0
977,7,4,2,Hedera helix,50.0,11.0
978,7,4,2,Quercus seedling/sp,50.0,11.0
979,7,4,2,Rubus fruticosus agg.,100.0,11.0
980,7,5,1,Fraxinus excelsior (c),50.0,8.0
981,7,5,1,Rubus fruticosus agg.,100.0,8.0
982,7,5,2,Acer campestre,50.0,11.0
983,7,5,2,Fraxinus excelsior (c),50.0,11.0
984,7,5,2,Hedera helix,50.0,11.0
985,7,5,2,Ilex aquifolium,50.0,11.0
986,7,5,2,Rubus fruticosus agg.,50.0,11.0
987,7,6,1,Clematis vitalba,50.0,14.0
988,7,6,1,Fraxinus excelsior (c),50.0,14.0
989,7,6,1,Hedera helix,50.0,14.0
990,7,6,1,Rubus fruticosus agg.,5.0,14.0
991,7,6,2,Fraxinus excelsior (c),50.0,8.0
992,7,6,2,Hedera helix,50.0,8.0
993,7,6,2,Lonicera periclymenum,50.0,8.0
994,7,6,2,Rubus fruticosus agg.,100.0,8.0
995,7,7,1,Clematis vitalba,50.0,14.0
996,7,7,1,Corylus avellana,50.0,14.0
997,7,7,1,Fraxinus excelsior (c),50.0,14.0
998,7,7,1,Hedera helix,50.0,14.0
999,7,7,1,Rubus fruticosus agg.,50.0,14.0
1000,7,7,2,Fraxinus excelsior (c),50.0,9.0
1001,7,8,1,Crataegus monogyna,50.0,16.0
1002,7,8,1,Fraxinus excelsior (c),50.0,16.0
1003,7,8,1,Hedera helix,50.0,16.0
1004,7,8,1,Ilex aquifolium,50.0,16.0
1005,7,8,1,Rubus fruticosus agg.,100.0,16.0
1006,7,8,2,Fraxinus excelsior (c),50.0,12.0
1007,7,8,2,Hedera helix,50.0,12.0
1008,7,8,2,Rubus fruticosus agg.,100.0,12.0
1009,7,9,1,Corylus avellana,50.0,25.0
1010,7,9,1,Crataegus monogyna,50.0,25.0
1011,7,9,1,Fraxinus excelsior (c),50.0,25.0
1012,7,9,1,Rubus fruticosus agg.,100.0,25.0
1013,7,9,2,Castanea sativa,50.0,14.0
1014,7,9,2,Fraxinus excelsior (c),50.0,14.0
1015,7,9,2,Rubus fruticosus agg.,15.0,14.0
1016,7,10,1,Fraxinus excelsior (c),50.0,27.0
1017,7,10,1,Quercus seedling/sp,50.0,27.0
1018,7,11,1,Fraxinus excelsior (c),50.0,9.0
1019,7,11,1,Rubus fruticosus agg.,100.0,9.0
1020,7,12,1,Crataegus monogyna,50.0,33.0
1021,7,12,1,Fraxinus excelsior (c),50.0,33.0
1022,7,12,1,Quercus seedling/sp,50.0,33.0
1023,7,12,1,Rubus fruticosus agg.,100.0,33.0
1024,7,12,1,Sambucus nigra,50.0,33.0
1025,7,12,2,Hedera helix,50.0,11.0
1026,7,12,2,Rubus fruticosus agg.,100.0,11.0
1027,7,13,1,Rubus fruticosus agg.,50.0,21.0
1028,7,14,1,Crataegus monogyna,50.0,19.0
1029,7,14,1,Fagus sylvatica,50.0,19.0
1030,7,14,1,Fraxinus excelsior (c),50.0,19.0
1031,7,14,1,Ilex aquifolium,50.0,19.0
1032,7,14,1,Lonicera periclymenum,50.0,19.0
1033,7,14,1,Rubus fruticosus agg.,5.0,19.0
1034,7,14,2,Fraxinus excelsior (c),50.0,14.0
1035,7,14,2,Ilex aquifolium,50.0,14.0
1036,7,14,2,Rubus fruticosus agg.,100.0,14.0
1037,7,15,1,Crataegus monogyna,50.0,20.0
1038,7,15,1,Fraxinus excelsior (c),50.0,20.0
1039,7,15,1,Hedera helix,50.0,20.0
1040,7,15,1,Quercus seedling/sp,50.0,20.0
1041,7,15,1,Rubus fruticosus agg.,10.0,20.0
1042,7,15,2,Fraxinus excelsior (c),50.0,11.0
1043,7,15,2,Ilex aquifolium,50.0,11.0
